ENSG00000146083.10	RNF44
ENSG00000143889.14	HNRNPLL
ENSG00000172071.10	EIF2AK3
ENSG00000115568.14	ZNF142
ENSG00000100568.9	VTI1B
ENSG00000108439.8	PNPO
ENSG00000156639.10	ZFAND3
ENSG00000259494.1	MRPL46
ENSG00000186834.3	HEXIM1
ENSG00000174238.13	PITPNA
ENSG00000130775.14	THEMIS2
ENSG00000047315.13	POLR2B
ENSG00000278259.3	MYO19
ENSG00000160336.13	ZNF761
ENSG00000157106.15	SMG1
ENSG00000089094.15	KDM2B
ENSG00000122406.11	RPL5
ENSG00000105738.9	SIPA1L3
ENSG00000143590.12	EFNA3
ENSG00000110723.10	EXPH5
ENSG00000100281.12	HMGXB4
ENSG00000157693.13	TMEM268
ENSG00000121067.16	SPOP
ENSG00000112406.4	
ENSG00000108506.10	INTS2
ENSG00000168297.14	PXK
ENSG00000177119.14	ANO6
ENSG00000170421.10	KRT8
ENSG00000165168.7	CYBB
ENSG00000108312.13	UBTF
ENSG00000145907.13	G3BP1
ENSG00000174705.10	SH3PXD2B
ENSG00000147548.15	NSD3
ENSG00000147535.15	PLPP5
ENSG00000183340.6	JRKL
ENSG00000115446.10	UNC50
ENSG00000204564.10	C6orf136
ENSG00000169967.15	MAP3K2
ENSG00000119977.19	TCTN3
ENSG00000086730.15	LAT2
ENSG00000160058.17	BSDC1
ENSG00000099995.17	SF3A1
ENSG00000115145.8	STAM2
ENSG00000198223.13	CSF2RA
ENSG00000038274.15	MAT2B
ENSG00000169696.14	ASPSCR1
ENSG00000266472.4	MRPS21
ENSG00000101624.9	CEP76
ENSG00000025796.12	SEC63
ENSG00000091009.7	RBM27
ENSG00000196455.6	PIK3R4
ENSG00000138600.8	SPPL2A
ENSG00000131711.13	MAP1B
ENSG00000163472.17	TMEM79
ENSG00000141425.16	RPRD1A
ENSG00000110514.17	MADD
ENSG00000189334.7	S100A14
ENSG00000107651.11	SEC23IP
ENSG00000071794.14	HLTF
ENSG00000112365.4	ZBTB24
ENSG00000083307.9	GRHL2
ENSG00000100412.14	ACO2
ENSG00000167508.9	MVD
ENSG00000183735.8	TBK1
ENSG00000106305.8	AIMP2
ENSG00000175387.14	SMAD2
ENSG00000101898.5	MCTS2P
ENSG00000160007.16	
ENSG00000197226.11	TBC1D9B
ENSG00000160710.14	ADAR
ENSG00000111199.9	TRPV4
ENSG00000117450.12	PRDX1
ENSG00000128585.16	MKLN1
ENSG00000186908.13	ZDHHC17
ENSG00000162688.14	AGL
ENSG00000140526.15	ABHD2
ENSG00000113522.12	RAD50
ENSG00000168438.13	CDC40
ENSG00000073849.13	ST6GAL1
ENSG00000127824.12	TUBA4A
ENSG00000161016.14	RPL8
ENSG00000143476.16	DTL
ENSG00000143153.11	ATP1B1
ENSG00000110871.13	COQ5
ENSG00000163781.11	TOPBP1
ENSG00000197045.11	GMFB
ENSG00000142599.16	RERE
ENSG00000198408.12	OGA
ENSG00000185252.16	ZNF74
ENSG00000058729.9	RIOK2
ENSG00000159267.13	HLCS
ENSG00000165025.13	SYK
ENSG00000072832.13	CRMP1
ENSG00000145819.14	ARHGAP26
ENSG00000154640.13	BTG3
ENSG00000130723.16	PRRC2B
ENSG00000168434.11	COG7
ENSG00000123124.12	WWP1
ENSG00000182578.12	CSF1R
ENSG00000115902.9	SLC1A4
ENSG00000146842.15	TMEM209
ENSG00000253958.1	CLDN23
ENSG00000140265.11	ZSCAN29
ENSG00000183808.10	RBM12B
ENSG00000136161.11	RCBTB2
ENSG00000212802.4	
ENSG00000198840.2	MT-ND3
ENSG00000109685.16	NSD2
ENSG00000148153.12	INIP
ENSG00000103018.15	CYB5B
ENSG00000161847.12	RAVER1
ENSG00000162664.15	ZNF326
ENSG00000146858.7	ZC3HAV1L
ENSG00000125848.9	FLRT3
ENSG00000152684.10	PELO
ENSG00000166037.9	CEP57
ENSG00000125870.9	SNRPB2
ENSG00000149679.10	CABLES2
ENSG00000139531.11	SUOX
ENSG00000136999.4	CCN3
ENSG00000085224.19	ATRX
ENSG00000213079.8	SCAF8
ENSG00000182541.16	LIMK2
ENSG00000152061.20	RABGAP1L
ENSG00000081019.12	RSBN1
ENSG00000048392.10	RRM2B
ENSG00000149256.13	TENM4
ENSG00000184730.9	APOBR
ENSG00000012048.18	BRCA1
ENSG00000075303.11	SLC25A40
ENSG00000198728.9	LDB1
ENSG00000166024.12	R3HCC1L
ENSG00000015153.13	YAF2
ENSG00000092439.12	TRPM7
ENSG00000182923.15	CEP63
ENSG00000171444.16	MCC
ENSG00000176105.12	YES1
ENSG00000125898.11	FAM110A
ENSG00000104892.15	KLC3
ENSG00000177733.6	HNRNPA0
ENSG00000073584.17	SMARCE1
ENSG00000048991.15	R3HDM1
ENSG00000143110.10	C1orf162
ENSG00000113583.7	KCT2
ENSG00000021574.10	SPAST
ENSG00000143373.16	ZNF687
ENSG00000081913.12	PHLPP1
ENSG00000251603.1	
ENSG00000082898.15	XPO1
ENSG00000177150.11	FAM210A
ENSG00000136824.17	SMC2
ENSG00000198924.6	DCLRE1A
ENSG00000119402.15	FBXW2
ENSG00000083642.17	PDS5B
ENSG00000113719.14	ERGIC1
ENSG00000113649.10	TCERG1
ENSG00000167644.10	IMUP
ENSG00000181744.7	DIPK2A
ENSG00000079805.15	DNM2
ENSG00000171224.8	FAM241B
ENSG00000107643.14	MAPK8
ENSG00000164306.9	PRIMPOL
ENSG00000230409.3	
ENSG00000131023.11	LATS1
ENSG00000106554.10	CHCHD3
ENSG00000108256.7	NUFIP2
ENSG00000124882.3	EREG
ENSG00000175348.9	TMEM9B
ENSG00000197279.3	ZNF165
ENSG00000250682.4	
ENSG00000198246.7	SLC29A3
ENSG00000164300.14	SERINC5
ENSG00000129691.14	ASH2L
ENSG00000178035.10	IMPDH2
ENSG00000127952.15	STYXL1
ENSG00000135956.7	TMEM127
ENSG00000176890.14	TYMS
ENSG00000118496.4	FBXO30
ENSG00000188343.11	FAM92A
ENSG00000131446.14	MGAT1
ENSG00000134001.11	EIF2S1
ENSG00000005156.10	LIG3
ENSG00000099783.10	HNRNPM
ENSG00000166226.11	CCT2
ENSG00000175567.7	UCP2
ENSG00000034533.10	ASTE1
ENSG00000008869.10	HEATR5B
ENSG00000112367.9	FIG4
ENSG00000153208.15	MERTK
ENSG00000030066.12	NUP160
ENSG00000134262.11	AP4B1
ENSG00000168538.14	TRAPPC11
ENSG00000125107.15	CNOT1
ENSG00000114346.12	ECT2
ENSG00000100731.14	PCNX1
ENSG00000160216.17	AGPAT3
ENSG00000006757.10	PNPLA4
ENSG00000145241.9	CENPC
ENSG00000100150.15	DEPDC5
ENSG00000102901.11	CENPT
ENSG00000124177.13	CHD6
ENSG00000256812.1	CAPNS2
ENSG00000071553.15	ATP6AP1
ENSG00000101940.16	WDR13
ENSG00000149090.10	PAMR1
ENSG00000119912.14	IDE
ENSG00000085788.12	DDHD2
ENSG00000174738.11	NR1D2
ENSG00000161692.16	DBF4B
ENSG00000157540.18	DYRK1A
ENSG00000142252.9	GEMIN7
ENSG00000119392.13	GLE1
ENSG00000101336.11	HCK
ENSG00000040608.12	RTN4R
ENSG00000100207.17	TCF20
ENSG00000148143.11	ZNF462
ENSG00000010244.15	ZNF207
ENSG00000176842.13	IRX5
ENSG00000165494.9	PCF11
ENSG00000158825.5	CDA
ENSG00000068784.11	SRBD1
ENSG00000063601.15	MTMR1
ENSG00000121486.10	TRMT1L
ENSG00000113273.14	ARSB
ENSG00000142632.15	ARHGEF19
ENSG00000031823.13	RANBP3
ENSG00000138135.6	CH25H
ENSG00000125534.8	PPDPF
ENSG00000167595.13	PROSER3
ENSG00000073969.17	NSF
ENSG00000173083.13	HPSE
ENSG00000133703.10	KRAS
ENSG00000138459.7	SLC35A5
ENSG00000120008.14	WDR11
ENSG00000151208.15	DLG5
ENSG00000166734.17	CASC4
ENSG00000181804.13	SLC9A9
ENSG00000148835.10	TAF5
ENSG00000075292.17	ZNF638
ENSG00000115840.12	SLC25A12
ENSG00000165244.6	ZNF367
ENSG00000110442.10	COMMD9
ENSG00000165891.14	E2F7
ENSG00000138092.9	CENPO
ENSG00000197081.11	IGF2R
ENSG00000108406.8	DHX40
ENSG00000176485.9	PLAAT3
ENSG00000153094.20	BCL2L11
ENSG00000185896.10	LAMP1
ENSG00000116497.16	S100PBP
ENSG00000232629.7	HLA-DQB2
ENSG00000189159.14	JPT1
ENSG00000126581.11	BECN1
ENSG00000241852.8	C8orf58
ENSG00000196628.12	TCF4
ENSG00000133193.11	FAM104A
ENSG00000138760.7	SCARB2
ENSG00000116478.10	HDAC1
ENSG00000065060.15	UHRF1BP1
ENSG00000115325.12	DOK1
ENSG00000144283.20	PKP4
ENSG00000136504.10	KAT7
ENSG00000048028.10	USP28
ENSG00000110031.11	LPXN
ENSG00000167670.14	CHAF1A
ENSG00000106366.8	SERPINE1
ENSG00000156011.15	PSD3
ENSG00000139651.10	ZNF740
ENSG00000067248.8	DHX29
ENSG00000168214.19	RBPJ
ENSG00000179639.9	FCER1A
ENSG00000139436.19	GIT2
ENSG00000108395.12	TRIM37
ENSG00000186283.12	TOR3A
ENSG00000152939.13	MARVELD2
ENSG00000157379.12	DHRS1
ENSG00000138375.11	SMARCAL1
ENSG00000198826.9	ARHGAP11A
ENSG00000117859.17	OSBPL9
ENSG00000172469.13	MANEA
ENSG00000247240.6	
ENSG00000169583.12	CLIC3
ENSG00000011295.14	TTC19
ENSG00000164031.15	DNAJB14
ENSG00000101846.6	STS
ENSG00000129055.11	ANAPC13
ENSG00000198954.5	KIFBP
ENSG00000152669.8	CCNO
ENSG00000137747.13	TMPRSS13
ENSG00000204472.11	AIF1
ENSG00000129534.12	MIS18BP1
ENSG00000111816.7	FRK
ENSG00000075407.16	ZNF37A
ENSG00000167487.10	KLHL26
ENSG00000211890.3	IGHA2
ENSG00000103404.13	USP31
ENSG00000108423.13	TUBD1
ENSG00000121578.11	B4GALT4
ENSG00000109189.11	USP46
ENSG00000184445.10	KNTC1
ENSG00000121152.8	NCAPH
ENSG00000139116.16	KIF21A
ENSG00000163521.14	GLB1L
ENSG00000280550.1	
ENSG00000138162.16	TACC2
ENSG00000040341.16	STAU2
ENSG00000241343.8	RPL36A
ENSG00000139194.6	RBP5
ENSG00000052344.14	PRSS8
ENSG00000110756.16	HPS5
ENSG00000137509.9	PRCP
ENSG00000156374.13	PCGF6
ENSG00000249673.5	
ENSG00000128791.10	TWSG1
ENSG00000105983.18	LMBR1
ENSG00000107290.12	SETX
ENSG00000184675.8	AMER1
ENSG00000170606.12	HSPA4
ENSG00000111602.10	TIMELESS
ENSG00000173334.3	TRIB1
ENSG00000185129.5	PURA
ENSG00000010072.14	SPRTN
ENSG00000167711.12	SERPINF2
ENSG00000152818.17	UTRN
ENSG00000213654.8	GPSM3
ENSG00000085433.14	WDR47
ENSG00000118620.11	ZNF430
ENSG00000047188.14	YTHDC2
ENSG00000120800.4	UTP20
ENSG00000171863.11	RPS7
ENSG00000109814.10	UGDH
ENSG00000102898.10	NUTF2
ENSG00000068438.13	FTSJ1
ENSG00000136870.9	ZNF189
ENSG00000101745.14	ANKRD12
ENSG00000049130.12	KITLG
ENSG00000119705.8	SLIRP
ENSG00000160255.15	ITGB2
ENSG00000099942.11	CRKL
ENSG00000137804.11	NUSAP1
ENSG00000155827.10	RNF20
ENSG00000162437.13	RAVER2
ENSG00000107862.4	GBF1
ENSG00000139998.13	RAB15
ENSG00000128602.8	SMO
ENSG00000127337.5	YEATS4
ENSG00000262454.1	
ENSG00000105355.7	PLIN3
ENSG00000066135.11	KDM4A
ENSG00000214274.8	ANG
ENSG00000136167.12	LCP1
ENSG00000255112.2	CHMP1B
ENSG00000185658.12	BRWD1
ENSG00000100528.10	CNIH1
ENSG00000198976.1	
ENSG00000137942.15	FNBP1L
ENSG00000164576.10	SAP30L
ENSG00000164574.14	GALNT10
ENSG00000094916.12	CBX5
ENSG00000156030.11	MIDEAS
ENSG00000158290.15	CUL4B
ENSG00000138449.9	SLC40A1
ENSG00000137033.10	IL33
ENSG00000169084.11	DHRSX
ENSG00000164284.13	GRPEL2
ENSG00000115306.14	SPTBN1
ENSG00000256940.1	
ENSG00000241878.8	PISD
ENSG00000169509.5	CRCT1
ENSG00000104343.18	UBE2W
ENSG00000175274.17	TP53I11
ENSG00000135677.9	GNS
ENSG00000136925.13	TSTD2
ENSG00000080371.5	RAB21
ENSG00000198189.9	HSD17B11
ENSG00000186469.7	GNG2
ENSG00000106780.8	MEGF9
ENSG00000181826.8	RELL1
ENSG00000182158.13	CREB3L2
ENSG00000155256.16	ZFYVE27
ENSG00000231500.5	RPS18
ENSG00000185305.9	ARL15
ENSG00000005810.16	MYCBP2
ENSG00000079999.12	KEAP1
ENSG00000067900.6	ROCK1
ENSG00000143845.13	ETNK2
ENSG00000119718.9	EIF2B2
ENSG00000141867.16	BRD4
ENSG00000163608.13	NEPRO
ENSG00000152926.13	ZNF117
ENSG00000203791.12	EEF1AKMT2
ENSG00000156802.11	ATAD2
ENSG00000164347.16	GFM2
ENSG00000120053.10	GOT1
ENSG00000180611.6	MB21D2
ENSG00000104774.11	MAN2B1
ENSG00000170312.14	CDK1
ENSG00000136758.17	YME1L1
ENSG00000145506.12	NKD2
ENSG00000163125.14	RPRD2
ENSG00000139178.9	C1RL
ENSG00000157193.13	LRP8
ENSG00000150961.13	SEC24D
ENSG00000067369.12	TP53BP1
ENSG00000077097.12	TOP2B
ENSG00000174125.6	TLR1
ENSG00000169925.15	BRD3
ENSG00000129195.14	PIMREG
ENSG00000005100.11	DHX33
ENSG00000156136.8	DCK
ENSG00000133835.13	HSD17B4
ENSG00000005102.11	MEOX1
ENSG00000172201.9	ID4
ENSG00000137171.13	KLC4
ENSG00000198743.5	SLC5A3
ENSG00000160307.8	S100B
ENSG00000174695.8	TMEM167A
ENSG00000107897.17	ACBD5
ENSG00000109118.12	PHF12
ENSG00000204310.9	AGPAT1
ENSG00000198920.8	KIAA0753
ENSG00000188895.10	MSL1
ENSG00000158985.12	CDC42SE2
ENSG00000163399.14	ATP1A1
ENSG00000196177.11	ACADSB
ENSG00000206503.10	HLA-A
ENSG00000135953.9	MFSD9
ENSG00000171320.13	ESCO2
ENSG00000181904.8	C5orf24
ENSG00000167550.9	RHEBL1
ENSG00000137413.14	TAF8
ENSG00000103343.11	ZNF174
ENSG00000120549.14	KIAA1217
ENSG00000130816.13	DNMT1
ENSG00000198740.7	ZNF652
ENSG00000112294.11	ALDH5A1
ENSG00000112576.11	CCND3
ENSG00000213390.9	ARHGAP19
ENSG00000143546.8	S100A8
ENSG00000143457.9	GOLPH3L
ENSG00000148498.14	PARD3
ENSG00000188725.6	SMIM15
ENSG00000179981.9	TSHZ1
ENSG00000151491.11	EPS8
ENSG00000157212.17	PAXIP1
ENSG00000169609.12	C15orf40
ENSG00000116062.13	MSH6
ENSG00000132465.9	JCHAIN
ENSG00000113368.10	LMNB1
ENSG00000178980.13	SELENOW
ENSG00000155313.14	USP25
ENSG00000106344.7	RBM28
ENSG00000132376.18	INPP5K
ENSG00000161921.13	CXCL16
ENSG00000130305.15	NSUN5
ENSG00000026950.15	BTN3A1
ENSG00000066651.16	TRMT11
ENSG00000169607.11	CKAP2L
ENSG00000111647.11	UHRF1BP1L
ENSG00000171492.13	LRRC8D
ENSG00000092853.12	CLSPN
ENSG00000176720.4	BOK
ENSG00000164038.13	SLC9B2
ENSG00000196712.15	NF1
ENSG00000169413.2	RNASE6
ENSG00000128829.10	EIF2AK4
ENSG00000121057.11	AKAP1
ENSG00000092964.15	DPYSL2
ENSG00000165507.8	DEPP1
ENSG00000196781.12	TLE1
ENSG00000136141.13	LRCH1
ENSG00000164754.11	RAD21
ENSG00000139350.10	NEDD1
ENSG00000163104.16	SMARCAD1
ENSG00000156853.10	ZNF689
ENSG00000146463.10	ZMYM4
ENSG00000145734.17	BDP1
ENSG00000155545.18	MIER3
ENSG00000169410.8	PTPN9
ENSG00000145569.5	OTULINL
ENSG00000100258.16	LMF2
ENSG00000155959.9	VBP1
ENSG00000134480.12	CCNH
ENSG00000165794.8	SLC39A2
ENSG00000081307.11	UBA5
ENSG00000128908.14	INO80
ENSG00000148090.10	AUH
ENSG00000119318.11	RAD23B
ENSG00000163281.10	GNPDA2
ENSG00000029363.14	BCLAF1
ENSG00000172534.12	HCFC1
ENSG00000095139.12	ARCN1
ENSG00000164885.11	CDK5
ENSG00000175395.14	ZNF25
ENSG00000131238.15	PPT1
ENSG00000132842.12	AP3B1
ENSG00000176986.13	SEC24C
ENSG00000122783.15	CYREN
ENSG00000164024.10	METAP1
ENSG00000121774.16	KHDRBS1
ENSG00000176834.12	VSIG10
ENSG00000154856.11	APCDD1
ENSG00000105612.7	DNASE2
ENSG00000066379.13	ZNRD1
ENSG00000230733.2	
ENSG00000273619.1	
ENSG00000103351.11	CLUAP1
ENSG00000138794.8	CASP6
ENSG00000134265.11	NAPG
ENSG00000169255.12	B3GALNT1
ENSG00000175087.8	PDIK1L
ENSG00000115183.12	TANC1
ENSG00000143375.13	CGN
ENSG00000133477.15	FAM83F
ENSG00000101639.17	CEP192
ENSG00000278540.3	ACACA
ENSG00000100379.16	KCTD17
ENSG00000122299.10	ZC3H7A
ENSG00000136111.11	TBC1D4
ENSG00000171928.12	TVP23B
ENSG00000102753.8	KPNA3
ENSG00000198060.8	MARCHF5
ENSG00000164073.8	MFSD8
ENSG00000111348.7	ARHGDIB
ENSG00000115421.11	PAPOLG
ENSG00000166225.7	FRS2
ENSG00000160294.9	MCM3AP
ENSG00000162852.12	CNST
ENSG00000103479.13	RBL2
ENSG00000187555.13	USP7
ENSG00000054118.12	THRAP3
ENSG00000198718.11	TOGARAM1
ENSG00000069998.11	HDHD5
ENSG00000171155.7	C1GALT1C1
ENSG00000072274.11	TFRC
ENSG00000112640.13	PPP2R5D
ENSG00000108798.7	ABI3
ENSG00000120063.8	GNA13
ENSG00000179627.9	ZBTB42
ENSG00000169762.15	TAPT1
ENSG00000138182.13	KIF20B
ENSG00000100320.21	RBFOX2
ENSG00000271447.4	MMP28
ENSG00000177885.12	GRB2
ENSG00000106789.11	CORO2A
ENSG00000188529.13	SRSF10
ENSG00000256053.6	COA8
ENSG00000136527.16	TRA2B
ENSG00000120539.13	MASTL
ENSG00000136158.9	SPRY2
ENSG00000124795.13	DEK
ENSG00000077147.13	TM9SF3
ENSG00000128731.14	HERC2
ENSG00000144579.6	CTDSP1
ENSG00000038210.12	PI4K2B
ENSG00000102181.18	CD99L2
ENSG00000115657.11	ABCB6
ENSG00000124614.12	RPS10
ENSG00000185875.11	THNSL1
ENSG00000138698.13	RAP1GDS1
ENSG00000100575.12	TIMM9
ENSG00000112282.16	MED23
ENSG00000177728.13	TMEM94
ENSG00000125944.17	HNRNPR
ENSG00000169926.8	KLF13
ENSG00000115524.14	SF3B1
ENSG00000105576.14	TNPO2
ENSG00000163154.5	TNFAIP8L2
ENSG00000070159.12	PTPN3
ENSG00000205364.3	MT1M
ENSG00000115942.7	ORC2
ENSG00000135679.20	MDM2
ENSG00000123416.14	TUBA1B
ENSG00000213551.4	DNAJC9
ENSG00000130513.6	GDF15
ENSG00000204381.10	LAYN
ENSG00000039319.15	ZFYVE16
ENSG00000105357.14	MYH14
ENSG00000158169.10	FANCC
ENSG00000125733.16	TRIP10
ENSG00000138231.11	DBR1
ENSG00000237330.2	RNF223
ENSG00000125731.11	SH2D3A
ENSG00000111412.5	C12orf49
ENSG00000163743.12	RCHY1
ENSG00000163191.5	S100A11
ENSG00000265808.3	SEC22B
ENSG00000162511.7	LAPTM5
ENSG00000119900.7	OGFRL1
ENSG00000189180.14	ZNF33A
ENSG00000164808.15	SPIDR
ENSG00000158711.12	ELK4
ENSG00000070061.13	ELP1
ENSG00000245571.5	
ENSG00000100266.16	PACSIN2
ENSG00000108578.13	BLMH
ENSG00000042445.12	RETSAT
ENSG00000170004.15	CHD3
ENSG00000138767.11	CNOT6L
ENSG00000157426.12	AASDH
ENSG00000151503.11	NCAPD3
ENSG00000186660.14	ZFP91
ENSG00000177426.19	TGIF1
ENSG00000102384.12	CENPI
ENSG00000100335.11	MIEF1
ENSG00000065308.4	TRAM2
ENSG00000164253.11	WDR41
ENSG00000129317.13	PUS7L
ENSG00000242259.7	C22orf39
ENSG00000174231.15	PRPF8
ENSG00000064300.7	NGFR
ENSG00000113597.16	TRAPPC13
ENSG00000171903.15	CYP4F11
ENSG00000198824.5	CHAMP1
ENSG00000128590.4	DNAJB9
ENSG00000169570.8	DTWD2
ENSG00000154639.17	CXADR
ENSG00000133704.8	IPO8
ENSG00000121390.16	PSPC1
ENSG00000167548.13	KMT2D
ENSG00000263470.1	
ENSG00000065526.9	SPEN
ENSG00000172840.5	PDP2
ENSG00000080802.17	CNOT4
ENSG00000134278.13	SPIRE1
ENSG00000138670.15	RASGEF1B
ENSG00000188010.11	MORN2
ENSG00000113163.14	CERT1
ENSG00000021776.9	AQR
ENSG00000110955.7	ATP5F1B
ENSG00000065989.14	PDE4A
ENSG00000145675.13	PIK3R1
ENSG00000085276.16	MECOM
ENSG00000143776.17	CDC42BPA
ENSG00000267249.1	
ENSG00000108528.12	SLC25A11
ENSG00000177602.5	HASPIN
ENSG00000175793.11	SFN
ENSG00000106144.18	CASP2
ENSG00000010610.8	CD4
ENSG00000128191.12	DGCR8
ENSG00000143190.20	POU2F1
ENSG00000175893.10	ZDHHC21
ENSG00000164040.15	PGRMC2
ENSG00000068654.14	POLR1A
ENSG00000065328.15	MCM10
ENSG00000146872.16	TLK2
ENSG00000103549.20	RNF40
ENSG00000130772.12	MED18
ENSG00000114796.14	KLHL24
ENSG00000168769.11	TET2
ENSG00000179431.6	FJX1
ENSG00000166912.15	MTMR10
ENSG00000205581.9	HMGN1
ENSG00000141934.8	PLPP2
ENSG00000169860.6	P2RY1
ENSG00000111801.14	BTN3A3
ENSG00000048828.15	FAM120A
ENSG00000215305.8	VPS16
ENSG00000099994.10	SUSD2
ENSG00000008256.14	CYTH3
ENSG00000167325.13	RRM1
ENSG00000197063.9	MAFG
ENSG00000100625.8	SIX4
ENSG00000198554.10	WDHD1
ENSG00000151611.12	MMAA
ENSG00000070759.15	TESK2
ENSG00000145868.15	FBXO38
ENSG00000123338.11	NCKAP1L
ENSG00000064652.9	SNX24
ENSG00000176125.4	UFSP1
ENSG00000153487.12	ING1
ENSG00000168944.14	CEP120
ENSG00000133112.15	TPT1
ENSG00000180353.9	HCLS1
ENSG00000131844.14	MCCC2
ENSG00000181789.13	COPG1
ENSG00000136710.8	CCDC115
ENSG00000266028.6	SRGAP2
ENSG00000188677.13	PARVB
ENSG00000117751.16	PPP1R8
ENSG00000112039.3	FANCE
ENSG00000109066.12	TMEM104
ENSG00000108219.13	TSPAN14
ENSG00000095574.10	IKZF5
ENSG00000116729.12	WLS
ENSG00000100503.22	NIN
ENSG00000178919.8	FOXE1
ENSG00000113318.9	MSH3
ENSG00000142512.13	SIGLEC10
ENSG00000109790.15	KLHL5
ENSG00000114030.11	KPNA1
ENSG00000115159.14	GPD2
ENSG00000156052.9	GNAQ
ENSG00000118762.6	PKD2
ENSG00000101558.12	VAPA
ENSG00000134982.15	APC
ENSG00000077458.11	FAM76B
ENSG00000187688.13	TRPV2
ENSG00000168028.12	RPSA
ENSG00000187514.13	PTMA
ENSG00000108559.10	NUP88
ENSG00000137491.13	SLCO2B1
ENSG00000167536.12	DHRS13
ENSG00000203485.11	INF2
ENSG00000133858.14	ZFC3H1
ENSG00000196312.10	MFSD14C
ENSG00000228288.5	
ENSG00000054654.14	SYNE2
ENSG00000138376.9	BARD1
ENSG00000071205.10	ARHGAP10
ENSG00000174953.12	DHX36
ENSG00000143753.11	DEGS1
ENSG00000175215.8	CTDSP2
ENSG00000159055.3	MIS18A
ENSG00000169499.13	PLEKHA2
ENSG00000235859.5	
ENSG00000125868.14	DSTN
ENSG00000148700.12	ADD3
ENSG00000163535.16	SGO2
ENSG00000155506.15	LARP1
ENSG00000164331.8	ANKRA2
ENSG00000185787.13	MORF4L1
ENSG00000088035.14	ALG6
ENSG00000165322.16	ARHGAP12
ENSG00000181218.5	HIST3H2A
ENSG00000174282.10	ZBTB4
ENSG00000253797.2	UTP14C
ENSG00000120709.9	FAM53C
ENSG00000163683.10	SMIM14
ENSG00000205531.11	NAP1L4
ENSG00000110090.11	CPT1A
ENSG00000278311.3	GGNBP2
ENSG00000051825.13	MPHOSPH9
ENSG00000178904.17	DPY19L3
ENSG00000118900.13	UBN1
ENSG00000067167.6	TRAM1
ENSG00000107317.10	PTGDS
ENSG00000009413.14	REV3L
ENSG00000198015.11	MRPL42
ENSG00000119711.11	ALDH6A1
ENSG00000118193.10	KIF14
ENSG00000174444.13	RPL4
ENSG00000137770.12	CTDSPL2
ENSG00000035687.9	ADSS2
ENSG00000185515.13	BRCC3
ENSG00000006451.6	RALA
ENSG00000172216.5	CEBPB
ENSG00000145284.10	SCD5
ENSG00000003096.12	KLHL13
ENSG00000101017.12	CD40
ENSG00000168813.15	ZNF507
ENSG00000120137.6	PANK3
ENSG00000163406.9	SLC15A2
ENSG00000241106.5	HLA-DOB
ENSG00000163220.10	S100A9
ENSG00000078140.12	UBE2K
ENSG00000232956.7	
ENSG00000140396.11	NCOA2
ENSG00000134758.12	RNF138
ENSG00000104881.13	PPP1R13L
ENSG00000111269.2	CREBL2
ENSG00000012779.9	ALOX5
ENSG00000164855.14	TMEM184A
ENSG00000108094.13	CUL2
ENSG00000182150.14	ERCC6L2
ENSG00000152700.12	SAR1B
ENSG00000125945.13	ZNF436
ENSG00000113916.16	BCL6
ENSG00000149273.13	RPS3
ENSG00000159140.16	SON
ENSG00000091490.9	SEL1L3
ENSG00000141452.8	RMC1
ENSG00000121749.14	TBC1D15
ENSG00000260916.4	CCPG1
ENSG00000100014.18	SPECC1L
ENSG00000100226.14	GTPBP1
ENSG00000031003.9	FAM13B
ENSG00000167333.11	TRIM68
ENSG00000100228.11	RAB36
ENSG00000089009.14	RPL6
ENSG00000198774.4	RASSF9
ENSG00000158321.14	AUTS2
ENSG00000154710.14	RABGEF1
ENSG00000137193.12	PIM1
ENSG00000151292.16	CSNK1G3
ENSG00000110987.7	BCL7A
ENSG00000088726.14	TMEM40
ENSG00000116127.16	ALMS1
ENSG00000107938.16	EDRF1
ENSG00000250318.1	
ENSG00000198265.10	HELZ
ENSG00000118564.13	FBXL5
ENSG00000155850.7	SLC26A2
ENSG00000213585.9	VDAC1
ENSG00000157077.13	ZFYVE9
ENSG00000214253.7	FIS1
ENSG00000053770.10	AP5M1
ENSG00000156256.13	USP16
ENSG00000182858.12	ALG12
ENSG00000129933.19	MAU2
ENSG00000144224.15	UBXN4
ENSG00000166986.11	MARS1
ENSG00000184992.10	BRI3BP
ENSG00000171345.12	KRT19
ENSG00000268104.2	SLC6A14
ENSG00000109654.13	TRIM2
ENSG00000091039.15	OSBPL8
ENSG00000254531.1	
ENSG00000213222.3	
ENSG00000122008.14	POLK
ENSG00000136715.16	SAP130
ENSG00000130558.17	OLFM1
ENSG00000133997.10	MED6
ENSG00000266931.1	
ENSG00000081923.9	ATP8B1
ENSG00000073111.12	MCM2
ENSG00000091622.14	PITPNM3
ENSG00000163312.9	HELQ
ENSG00000062650.16	WAPL
ENSG00000226752.6	
ENSG00000185115.4	NSMCE3
ENSG00000087076.7	HSD17B14
ENSG00000062194.14	GPBP1
ENSG00000070540.11	WIPI1
ENSG00000107854.5	TNKS2
ENSG00000245848.2	CEBPA
ENSG00000126860.10	EVI2A
ENSG00000100109.15	TFIP11
ENSG00000188910.7	GJB3
ENSG00000100105.16	PATZ1
ENSG00000122376.10	SHLD2
ENSG00000095002.11	MSH2
ENSG00000141127.13	PRPSAP2
ENSG00000132466.16	ANKRD17
