ENSG00000146083.10	RNF44
ENSG00000115446.10	UNC50
ENSG00000101384.10	JAG1
ENSG00000011485.13	PPP5C
ENSG00000134884.12	ARGLU1
ENSG00000143367.14	TUFT1
ENSG00000130311.9	DDA1
ENSG00000119977.19	TCTN3
ENSG00000086730.15	LAT2
ENSG00000086205.15	FOLH1
ENSG00000118454.11	ANKRD13C
ENSG00000088298.11	EDEM2
ENSG00000183431.10	SF3A3
ENSG00000188599.16	
ENSG00000163472.17	TMEM79
ENSG00000114480.11	GBE1
ENSG00000141425.16	RPRD1A
ENSG00000198363.14	ASPH
ENSG00000079950.12	STX7
ENSG00000105671.10	DDX49
ENSG00000136816.14	TOR1B
ENSG00000138119.15	MYOF
ENSG00000173914.10	RBM4B
ENSG00000181754.6	AMIGO1
ENSG00000110315.5	RNF141
ENSG00000174021.9	GNG5
ENSG00000159685.9	CHCHD6
ENSG00000125386.13	FAM193A
ENSG00000175387.14	SMAD2
ENSG00000130988.11	RGN
ENSG00000120129.5	DUSP1
ENSG00000105677.10	TMEM147
ENSG00000197483.9	ZNF628
ENSG00000162775.13	RBM15
ENSG00000162551.12	ALPL
ENSG00000147789.14	ZNF7
ENSG00000099381.15	SETD1A
ENSG00000117450.12	PRDX1
ENSG00000117632.19	STMN1
ENSG00000132773.10	TOE1
ENSG00000138074.13	SLC5A6
ENSG00000134851.11	TMEM165
ENSG00000005187.10	ACSM3
ENSG00000177548.11	RABEP2
ENSG00000154262.11	ABCA6
ENSG00000079557.4	AFM
ENSG00000050555.16	LAMC3
ENSG00000117505.11	DR1
ENSG00000127586.15	CHTF18
ENSG00000143621.15	ILF2
ENSG00000073849.13	ST6GAL1
ENSG00000116191.16	RALGPS2
ENSG00000198160.13	MIER1
ENSG00000119559.14	C19orf25
ENSG00000143486.14	EIF2D
ENSG00000104853.14	CLPTM1
ENSG00000143155.11	TIPRL
ENSG00000160948.12	VPS28
ENSG00000170871.10	KIAA0232
ENSG00000159200.16	RCAN1
ENSG00000178982.8	EIF3K
ENSG00000163781.11	TOPBP1
ENSG00000197045.11	GMFB
ENSG00000078369.16	GNB1
ENSG00000152223.11	EPG5
ENSG00000180398.10	MCFD2
ENSG00000135218.16	CD36
ENSG00000197102.9	DYNC1H1
ENSG00000089060.10	SLC8B1
ENSG00000130723.16	PRRC2B
ENSG00000100124.11	ANKRD54
ENSG00000140107.10	SLC25A47
ENSG00000184863.9	RBM33
ENSG00000147679.10	UTP23
ENSG00000187961.12	KLHL17
ENSG00000167491.16	GATAD2A
ENSG00000150776.16	NKAPD1
ENSG00000023697.11	DERA
ENSG00000099617.3	EFNA2
ENSG00000207926.1	
ENSG00000136982.5	DSCC1
ENSG00000109685.16	NSD2
ENSG00000128274.14	A4GALT
ENSG00000167588.11	GPD1
ENSG00000144791.8	LIMD1
ENSG00000148153.12	INIP
ENSG00000084733.9	RAB10
ENSG00000103018.15	CYB5B
ENSG00000163686.12	ABHD6
ENSG00000162664.15	ZNF326
ENSG00000185585.18	OLFML2A
ENSG00000225968.6	ELFN1
ENSG00000125170.9	DOK4
ENSG00000152684.10	PELO
ENSG00000125870.9	SNRPB2
ENSG00000166840.12	GLYATL1
ENSG00000171503.10	ETFDH
ENSG00000182541.16	LIMK2
ENSG00000102760.12	RGCC
ENSG00000033178.11	UBA6
ENSG00000081019.12	RSBN1
ENSG00000166181.11	API5
ENSG00000147274.13	RBMX
ENSG00000166024.12	R3HCC1L
ENSG00000174780.14	SRP72
ENSG00000234614.1	
ENSG00000145020.13	AMT
ENSG00000070010.17	UFD1
ENSG00000138448.10	ITGAV
ENSG00000111667.12	USP5
ENSG00000236552.2	
ENSG00000248008.2	
ENSG00000140259.6	MFAP1
ENSG00000065135.8	GNAI3
ENSG00000082898.15	XPO1
ENSG00000198464.12	ZNF480
ENSG00000132855.4	ANGPTL3
ENSG00000132485.11	ZRANB2
ENSG00000119574.11	ZBTB45
ENSG00000162408.10	NOL9
ENSG00000119402.15	FBXW2
ENSG00000151353.13	TMEM18
ENSG00000107819.12	SFXN3
ENSG00000076043.8	REXO2
ENSG00000089154.9	GCN1
ENSG00000113649.10	TCERG1
ENSG00000125970.10	RALY
ENSG00000134186.10	PRPF38B
ENSG00000136709.10	WDR33
ENSG00000138613.12	APH1B
ENSG00000175203.14	DCTN2
ENSG00000172164.12	SNTB1
ENSG00000156384.13	SFR1
ENSG00000182606.13	TRAK1
ENSG00000150687.10	PRSS23
ENSG00000179886.5	TIGD5
ENSG00000141570.9	CBX8
ENSG00000167632.13	TRAPPC9
ENSG00000142330.18	CAPN10
ENSG00000180488.13	MIGA1
ENSG00000108256.7	NUFIP2
ENSG00000108848.14	LUC7L3
ENSG00000105341.17	DMAC2
ENSG00000175348.9	TMEM9B
ENSG00000117594.8	HSD11B1
ENSG00000188706.11	ZDHHC9
ENSG00000080845.16	DLGAP4
ENSG00000135956.7	TMEM127
ENSG00000105669.11	COPE
ENSG00000131446.14	MGAT1
ENSG00000134001.11	EIF2S1
ENSG00000133884.8	DPF2
ENSG00000100348.8	TXN2
ENSG00000275410.3	HNF1B
ENSG00000011114.13	BTBD7
ENSG00000196407.10	THEM5
ENSG00000115271.9	GCA
ENSG00000213626.10	LBH
ENSG00000130559.17	CAMSAP1
ENSG00000169093.13	ASMTL
ENSG00000101194.16	SLC17A9
ENSG00000129084.16	PSMA1
ENSG00000132612.15	VPS4A
ENSG00000050820.15	BCAR1
ENSG00000134262.11	AP4B1
ENSG00000152133.13	GPATCH11
ENSG00000162623.14	TYW3
ENSG00000089639.9	GMIP
ENSG00000196510.11	ANAPC7
ENSG00000171813.12	PWWP2B
ENSG00000163631.15	ALB
ENSG00000116560.9	SFPQ
ENSG00000177963.11	RIC8A
ENSG00000028310.16	BRD9
ENSG00000196323.10	ZBTB44
ENSG00000233903.2	
ENSG00000116213.14	WRAP73
ENSG00000100211.9	CBY1
ENSG00000006062.12	MAP3K14
ENSG00000179335.17	CLK3
ENSG00000106484.13	MEST
ENSG00000184787.17	UBE2G2
ENSG00000135736.5	CCDC102A
ENSG00000101940.16	WDR13
ENSG00000102221.12	JADE3
ENSG00000129562.9	DAD1
ENSG00000159348.11	CYB5R1
ENSG00000105438.7	KDELR1
ENSG00000119912.14	IDE
ENSG00000143374.13	TARS2
ENSG00000119682.15	AREL1
ENSG00000221955.9	SLC12A8
ENSG00000157540.18	DYRK1A
ENSG00000148795.5	CYP17A1
ENSG00000115107.18	STEAP3
ENSG00000183255.10	PTTG1IP
ENSG00000141338.12	ABCA8
ENSG00000112081.15	SRSF3
ENSG00000188785.10	ZNF548
ENSG00000010244.15	ZNF207
ENSG00000197136.4	PCNX3
ENSG00000099917.16	MED15
ENSG00000146066.2	HIGD2A
ENSG00000136643.10	RPS6KC1
ENSG00000078124.10	ACER3
ENSG00000119523.9	ALG2
ENSG00000197780.8	TAF13
ENSG00000158195.9	WASF2
ENSG00000197323.9	TRIM33
ENSG00000105705.14	SUGP1
ENSG00000154767.13	XPC
ENSG00000172955.16	ADH6
ENSG00000090615.11	GOLGA3
ENSG00000100519.10	PSMC6
ENSG00000027847.12	B4GALT7
ENSG00000160299.15	PCNT
ENSG00000169418.9	NPR1
ENSG00000014216.14	CAPN1
ENSG00000173120.13	KDM2A
ENSG00000139180.9	NDUFA9
ENSG00000152359.13	POC5
ENSG00000197582.5	
ENSG00000148835.10	TAF5
ENSG00000075292.17	ZNF638
ENSG00000070404.8	FSTL3
ENSG00000116539.9	ASH1L
ENSG00000120265.15	PCMT1
ENSG00000123080.9	CDKN2C
ENSG00000110442.10	COMMD9
ENSG00000081014.9	AP4E1
ENSG00000269899.1	
ENSG00000152904.10	GGPS1
ENSG00000116497.16	S100PBP
ENSG00000075336.10	TIMM21
ENSG00000164008.12	C1orf50
ENSG00000162604.11	TM2D1
ENSG00000144034.13	TPRKB
ENSG00000144036.13	EXOC6B
ENSG00000180667.9	YOD1
ENSG00000090863.10	GLG1
ENSG00000076513.15	ANKRD13A
ENSG00000009307.14	CSDE1
ENSG00000065548.16	ZC3H15
ENSG00000065060.15	UHRF1BP1
ENSG00000157510.12	AFAP1L1
ENSG00000124508.15	BTN2A2
ENSG00000144283.20	PKP4
ENSG00000064703.10	DDX20
ENSG00000235109.6	ZSCAN31
ENSG00000112855.13	HARS2
ENSG00000118162.12	KPTN
ENSG00000160796.15	NBEAL2
ENSG00000100372.13	SLC25A17
ENSG00000101310.13	SEC23B
ENSG00000100387.8	RBX1
ENSG00000182149.19	IST1
ENSG00000139651.10	ZNF740
ENSG00000148180.15	GSN
ENSG00000167615.15	LENG8
ENSG00000072518.19	MARK2
ENSG00000168214.19	RBPJ
ENSG00000167987.9	VPS37C
ENSG00000138375.11	SMARCAL1
ENSG00000067334.12	DNTTIP2
ENSG00000129055.11	ANAPC13
ENSG00000119541.8	VPS4B
ENSG00000035681.6	NSMAF
ENSG00000157985.16	AGAP1
ENSG00000103512.13	NOMO1
ENSG00000108423.13	TUBD1
ENSG00000113645.12	WWC1
ENSG00000140455.15	USP3
ENSG00000171169.8	NAIF1
ENSG00000113790.9	EHHADH
ENSG00000123595.6	RAB9A
ENSG00000160746.11	ANO10
ENSG00000244313.3	
ENSG00000168092.12	PAFAH1B2
ENSG00000245060.5	
ENSG00000158864.11	NDUFS2
ENSG00000134825.12	TMEM258
ENSG00000170852.9	KBTBD2
ENSG00000037749.10	MFAP3
ENSG00000162460.6	TMEM82
ENSG00000105429.11	MEGF8
ENSG00000144655.13	CSRNP1
ENSG00000140153.16	WDR20
ENSG00000108826.14	MRPL27
ENSG00000135837.14	CEP350
ENSG00000161671.15	EMC10
ENSG00000111596.10	CNOT2
ENSG00000250799.8	PRODH2
ENSG00000010072.14	SPRTN
ENSG00000167711.12	SERPINF2
ENSG00000164543.5	STK17A
ENSG00000149100.11	EIF3M
ENSG00000175600.14	SUGCT
ENSG00000077514.7	POLD3
ENSG00000116237.14	ICMT
ENSG00000120800.4	UTP20
ENSG00000109814.10	UGDH
ENSG00000168653.9	NDUFS5
ENSG00000176444.17	CLK2
ENSG00000160679.11	CHTOP
ENSG00000102898.10	NUTF2
ENSG00000112936.17	C7
ENSG00000158158.10	CNNM4
ENSG00000066136.18	NFYC
ENSG00000117360.11	PRPF3
ENSG00000131100.11	ATP6V1E1
ENSG00000132470.12	ITGB4
ENSG00000165819.10	METTL3
ENSG00000160087.19	UBE2J2
ENSG00000143971.7	ETAA1
ENSG00000137804.11	NUSAP1
ENSG00000135974.8	C2orf49
ENSG00000111775.2	COX6A1
ENSG00000143322.18	ABL2
ENSG00000234608.6	
ENSG00000111142.12	METAP2
ENSG00000105976.13	MET
ENSG00000161642.16	ZNF385A
ENSG00000184277.11	TM2D3
ENSG00000041988.14	THAP3
ENSG00000185122.9	HSF1
ENSG00000137942.15	FNBP1L
ENSG00000163170.10	BOLA3
ENSG00000160209.17	PDXK
ENSG00000164574.14	GALNT10
ENSG00000094916.12	CBX5
ENSG00000186111.7	PIP5K1C
ENSG00000174990.4	CA5A
ENSG00000205702.9	CYP2D7
ENSG00000101247.16	NDUFAF5
ENSG00000164284.13	GRPEL2
ENSG00000196588.13	MRTFA
ENSG00000099958.13	DERL3
ENSG00000179134.13	SAMD4B
ENSG00000241878.8	PISD
ENSG00000178184.14	PARD6G
ENSG00000147454.12	SLC25A37
ENSG00000175274.17	TP53I11
ENSG00000144029.10	MRPS5
ENSG00000143537.12	ADAM15
ENSG00000114853.12	ZBTB47
ENSG00000161265.13	U2AF1L4
ENSG00000107816.16	LZTS2
ENSG00000139974.14	SLC38A6
ENSG00000128272.13	ATF4
ENSG00000134152.9	KATNBL1
ENSG00000103671.8	TRIP4
ENSG00000197272.2	IL27
ENSG00000055957.9	ITIH1
ENSG00000138081.18	FBXO11
ENSG00000272579.1	
ENSG00000121068.12	TBX2
ENSG00000128039.9	SRD5A3
ENSG00000169230.8	PRELID1
ENSG00000145217.12	SLC26A1
ENSG00000187824.7	TMEM220
ENSG00000105398.3	SULT2A1
ENSG00000100811.9	YY1
ENSG00000132837.13	DMGDH
ENSG00000104490.16	NCALD
ENSG00000170270.4	GON7
ENSG00000259291.2	
ENSG00000160199.13	PKNOX1
ENSG00000103550.12	KNOP1
ENSG00000141084.9	RANBP10
ENSG00000094631.17	HDAC6
ENSG00000184489.10	PTP4A3
ENSG00000041357.14	PSMA4
ENSG00000138315.11	OIT3
ENSG00000156136.8	DCK
ENSG00000167635.10	ZNF146
ENSG00000125703.13	ATG4C
ENSG00000133835.13	HSD17B4
ENSG00000101199.11	ARFGAP1
ENSG00000110536.12	PTPMT1
ENSG00000160326.12	SLC2A6
ENSG00000113391.15	FAM172A
ENSG00000236859.5	
ENSG00000140939.13	NOL3
ENSG00000158985.12	CDC42SE2
ENSG00000163399.14	ATP1A1
ENSG00000186687.14	LYRM7
ENSG00000162817.6	C1orf115
ENSG00000092201.8	SUPT16H
ENSG00000089234.14	BRAP
ENSG00000112294.11	ALDH5A1
ENSG00000092108.19	SCFD1
ENSG00000100483.12	VCPKMT
ENSG00000066926.9	FECH
ENSG00000143546.8	S100A8
ENSG00000122643.17	NT5C3A
ENSG00000143457.9	GOLPH3L
ENSG00000108799.11	EZH1
ENSG00000228158.2	
ENSG00000171723.14	GPHN
ENSG00000189114.6	BLOC1S3
ENSG00000168566.11	SNRNP48
ENSG00000139438.5	FAM222A
ENSG00000100246.11	DNAL4
ENSG00000099194.5	SCD
ENSG00000116747.11	RO60
ENSG00000221926.10	TRIM16
ENSG00000189319.12	FAM53B
ENSG00000031691.6	CENPQ
ENSG00000104805.14	NUCB1
ENSG00000107798.16	LIPA
ENSG00000138002.13	IFT172
ENSG00000171729.12	TMEM51
ENSG00000115363.12	EVA1A
ENSG00000165264.9	NDUFB6
ENSG00000148297.14	MED22
ENSG00000198624.11	CCDC69
ENSG00000260314.2	MRC1
ENSG00000102871.14	TRADD
ENSG00000130164.10	LDLR
ENSG00000139540.10	SLC39A5
ENSG00000166747.11	AP1G1
ENSG00000125863.16	MKKS
ENSG00000004799.7	PDK4
ENSG00000167280.15	ENGASE
ENSG00000136147.15	PHF11
ENSG00000139350.10	NEDD1
ENSG00000163104.16	SMARCAD1
ENSG00000168067.10	MAP4K2
ENSG00000082438.14	COBLL1
ENSG00000077254.13	USP33
ENSG00000118217.5	ATF6
ENSG00000075415.11	SLC25A3
ENSG00000155959.9	VBP1
ENSG00000134375.9	TIMM17A
ENSG00000120253.12	NUP43
ENSG00000115947.12	ORC4
ENSG00000039523.16	RIPOR1
ENSG00000128908.14	INO80
ENSG00000260025.1	
ENSG00000279059.1	
ENSG00000182378.11	PLCXD1
ENSG00000143643.11	TTC13
ENSG00000152782.15	PANK1
ENSG00000170345.8	FOS
ENSG00000170364.11	SETMAR
ENSG00000156026.13	MCU
ENSG00000138823.11	MTTP
ENSG00000149658.16	YTHDF1
ENSG00000136937.11	NCBP1
ENSG00000153037.11	SRP19
ENSG00000078668.12	VDAC3
ENSG00000101350.7	KIF3B
ENSG00000164684.12	ZNF704
ENSG00000172534.12	HCFC1
ENSG00000095139.12	ARCN1
ENSG00000230989.5	HSBP1
ENSG00000184887.12	BTBD6
ENSG00000263266.2	
ENSG00000172270.17	BSG
ENSG00000176834.12	VSIG10
ENSG00000011143.15	MKS1
ENSG00000110583.11	NAA40
ENSG00000147874.9	HAUS6
ENSG00000196670.12	ZFP62
ENSG00000109270.11	LAMTOR3
ENSG00000230733.2	
ENSG00000155868.7	MED7
ENSG00000214114.7	MYCBP
ENSG00000068971.12	PPP2R5B
ENSG00000117153.14	KLHL12
ENSG00000143390.16	RFX5
ENSG00000157181.13	ODR4
ENSG00000124171.7	PARD6B
ENSG00000087053.17	MTMR2
ENSG00000123091.4	RNF11
ENSG00000163815.5	CLEC3B
ENSG00000145476.14	CYP4V2
ENSG00000142961.13	MOB3C
ENSG00000184939.14	ZFP90
ENSG00000151116.15	UEVLD
ENSG00000143970.15	ASXL2
ENSG00000257702.3	
ENSG00000076706.13	MCAM
ENSG00000174842.15	GLMN
ENSG00000120738.7	EGR1
ENSG00000143207.18	COP1
ENSG00000184056.13	VPS33B
ENSG00000143228.11	NUF2
ENSG00000175416.11	CLTB
ENSG00000146729.8	NIPSNAP2
ENSG00000123453.15	SARDH
ENSG00000165525.16	NEMF
ENSG00000072274.11	TFRC
ENSG00000078596.9	ITM2A
ENSG00000165060.10	FXN
ENSG00000237973.1	
ENSG00000006534.14	ALDH3B1
ENSG00000100320.21	RBFOX2
ENSG00000188229.5	TUBB4B
ENSG00000137876.8	RSL24D1
ENSG00000188529.13	SRSF10
ENSG00000256053.6	COA8
ENSG00000196739.13	COL27A1
ENSG00000161981.9	SNRNP25
ENSG00000163159.10	VPS72
ENSG00000173702.6	MUC13
ENSG00000254004.5	ZNF260
ENSG00000151117.7	TMEM86A
ENSG00000198841.3	KTI12
ENSG00000143222.10	UFC1
ENSG00000148331.10	ASB6
ENSG00000126777.16	KTN1
ENSG00000135437.8	RDH5
ENSG00000115657.11	ABCB6
ENSG00000125482.11	TTF1
ENSG00000025293.14	PHF20
ENSG00000127989.12	MTERF1
ENSG00000117133.9	RPF1
ENSG00000137656.10	BUD13
ENSG00000010165.18	EEF1AKNMT
ENSG00000122779.15	TRIM24
ENSG00000071626.15	DAZAP1
ENSG00000168612.4	ZSWIM1
ENSG00000144843.10	ADPRH
ENSG00000100575.12	TIMM9
ENSG00000150938.8	CRIM1
ENSG00000105576.14	TNPO2
ENSG00000165269.11	AQP7
ENSG00000105520.9	PLPPR2
ENSG00000101109.10	STK4
ENSG00000175455.13	CCDC14
ENSG00000171302.15	CANT1
ENSG00000055044.9	NOP58
ENSG00000131778.16	CHD1L
ENSG00000039319.15	ZFYVE16
ENSG00000159216.17	RUNX1
ENSG00000164548.9	TRA2A
ENSG00000135404.10	CD63
ENSG00000174529.7	TMEM81
ENSG00000127993.13	RBM48
ENSG00000111412.5	C12orf49
ENSG00000163743.12	RCHY1
ENSG00000154518.8	ATP5MC3
ENSG00000182253.13	SYNM
ENSG00000163319.9	MRPS18C
ENSG00000042445.12	RETSAT
ENSG00000011105.10	TSPAN9
ENSG00000155659.13	VSIG4
ENSG00000127191.16	TRAF2
ENSG00000170004.15	CHD3
ENSG00000106327.11	TFR2
ENSG00000169057.18	MECP2
ENSG00000157426.12	AASDH
ENSG00000177732.7	SOX12
ENSG00000136950.12	ARPC5L
ENSG00000100335.11	MIEF1
ENSG00000160305.16	DIP2A
ENSG00000138308.5	PLA2G12B
ENSG00000149196.14	HIKESHI
ENSG00000183258.10	DDX41
ENSG00000103769.8	RAB11A
ENSG00000101152.9	DNAJC5
ENSG00000185651.13	UBE2L3
ENSG00000012061.14	ERCC1
ENSG00000104131.11	EIF3J
ENSG00000020129.14	NCDN
ENSG00000008853.15	RHOBTB2
ENSG00000166479.8	TMX3
ENSG00000167548.13	KMT2D
ENSG00000023572.7	GLRX2
ENSG00000140545.13	MFGE8
ENSG00000196943.11	NOP9
ENSG00000013364.17	MVP
ENSG00000099260.9	PALMD
ENSG00000198492.13	YTHDF2
ENSG00000100926.13	TM9SF1
ENSG00000110955.7	ATP5F1B
ENSG00000183828.13	NUDT14
ENSG00000135968.18	GCC2
ENSG00000116698.19	SMG7
ENSG00000116489.11	CAPZA1
ENSG00000113161.14	HMGCR
ENSG00000167778.7	SPRYD3
ENSG00000166326.6	TRIM44
ENSG00000105220.13	GPI
ENSG00000156110.12	ADK
ENSG00000146678.8	IGFBP1
ENSG00000167733.12	HSD11B1L
ENSG00000090661.10	CERS4
ENSG00000272430.1	
ENSG00000129566.11	TEP1
ENSG00000126464.12	PRR12
ENSG00000084092.6	NOA1
ENSG00000169021.5	UQCRFS1
ENSG00000128191.12	DGCR8
ENSG00000253683.1	
ENSG00000160445.9	ZER1
ENSG00000146872.16	TLK2
ENSG00000126790.10	L3HYPDH
ENSG00000130772.12	MED18
ENSG00000091164.11	TXNL1
ENSG00000140307.9	GTF2A2
ENSG00000172613.6	RAD9A
ENSG00000115514.10	TXNDC9
ENSG00000110237.3	ARHGEF17
ENSG00000065518.7	NDUFB4
ENSG00000214517.7	PPME1
ENSG00000101166.14	PRELID3B
ENSG00000115875.17	SRSF7
ENSG00000008256.14	CYTH3
ENSG00000197063.9	MAFG
ENSG00000100263.12	RHBDD3
ENSG00000259974.2	
ENSG00000269246.1	
ENSG00000167792.10	NDUFV1
ENSG00000053900.9	ANAPC4
ENSG00000081154.10	PCNP
ENSG00000143036.15	SLC44A3
ENSG00000162819.10	BROX
ENSG00000133112.15	TPT1
ENSG00000116863.10	ADPRHL2
ENSG00000180008.8	SOCS4
ENSG00000276293.3	PIP4K2B
ENSG00000169991.9	IFFO2
ENSG00000149483.10	TMEM138
ENSG00000043514.14	TRIT1
ENSG00000170322.13	NFRKB
ENSG00000137947.10	GTF2B
ENSG00000198860.10	TSEN15
ENSG00000240602.6	
ENSG00000120832.8	MTERF2
ENSG00000116729.12	WLS
ENSG00000077380.14	DYNC1I2
ENSG00000100503.22	NIN
ENSG00000121690.8	DEPDC7
ENSG00000085998.12	POMGNT1
ENSG00000127334.10	DYRK2
ENSG00000065485.16	PDIA5
ENSG00000101558.12	VAPA
ENSG00000181873.11	IBA57
ENSG00000186301.8	
ENSG00000187514.13	PTMA
ENSG00000137491.13	SLCO2B1
ENSG00000215712.9	TMEM242
ENSG00000133858.14	ZFC3H1
ENSG00000167005.12	NUDT21
ENSG00000104852.13	SNRNP70
ENSG00000183044.10	ABAT
ENSG00000178537.8	SLC25A20
ENSG00000170271.9	FAXDC2
ENSG00000188338.13	SLC38A3
ENSG00000239306.4	RBM14
ENSG00000064933.15	PMS1
ENSG00000169249.11	ZRSR2
ENSG00000179979.8	
ENSG00000127946.15	HIP1
ENSG00000138777.18	PPA2
ENSG00000169499.13	PLEKHA2
ENSG00000147853.15	AK3
ENSG00000125868.14	DSTN
ENSG00000263528.6	IKBKE
ENSG00000157557.10	ETS2
ENSG00000185787.13	MORF4L1
ENSG00000099860.7	GADD45B
ENSG00000088035.14	ALG6
ENSG00000100462.14	PRMT5
ENSG00000089351.13	GRAMD1A
ENSG00000174282.10	ZBTB4
ENSG00000105447.11	GRWD1
ENSG00000106443.13	PHF14
ENSG00000079459.11	FDFT1
ENSG00000150779.10	TIMM8B
ENSG00000168286.2	THAP11
ENSG00000187653.11	
ENSG00000126775.8	ATG14
ENSG00000114988.10	LMAN2L
ENSG00000197345.11	MRPL21
ENSG00000010803.15	SCMH1
ENSG00000180901.9	KCTD2
ENSG00000116991.9	SIPA1L2
ENSG00000152332.14	
ENSG00000198015.11	MRPL42
ENSG00000152193.7	OBI1
ENSG00000119711.11	ALDH6A1
ENSG00000115204.13	MPV17
ENSG00000075426.10	FOSL2
ENSG00000189043.8	NDUFA4
ENSG00000115762.15	PLEKHB2
ENSG00000197702.10	PARVA
ENSG00000174227.14	PIGG
ENSG00000168813.15	ZNF507
ENSG00000250056.4	
ENSG00000151665.11	PIGF
ENSG00000176058.10	TPRN
ENSG00000102393.8	GLA
ENSG00000232956.7	
ENSG00000196655.8	TRAPPC4
ENSG00000173409.12	ARV1
ENSG00000099341.10	PSMD8
ENSG00000104881.13	PPP1R13L
ENSG00000114982.16	KANSL3
ENSG00000100292.15	HMOX1
ENSG00000122482.19	ZNF644
ENSG00000186130.4	ZBTB6
ENSG00000146007.9	ZMAT2
ENSG00000008710.16	PKD1
ENSG00000129116.16	PALLD
ENSG00000164690.6	SHH
ENSG00000182318.5	ZSCAN22
ENSG00000125977.6	EIF2S2
ENSG00000100567.11	PSMA3
ENSG00000145916.17	RMND5B
ENSG00000091490.9	SEL1L3
ENSG00000177731.14	FLII
ENSG00000152642.9	GPD1L
ENSG00000067533.5	RRP15
ENSG00000165804.14	ZNF219
ENSG00000031003.9	FAM13B
ENSG00000169122.10	FAM110B
ENSG00000070367.14	EXOC5
ENSG00000093183.12	SEC22C
ENSG00000138629.14	UBL7
ENSG00000119314.14	PTBP3
ENSG00000265241.5	RBM8A
ENSG00000146757.12	ZNF92
ENSG00000203667.8	COX20
ENSG00000048140.16	TSPAN17
ENSG00000250436.1	
ENSG00000272990.1	
ENSG00000154001.12	PPP2R5E
ENSG00000270673.1	
ENSG00000121542.10	SEC22A
ENSG00000163444.10	TMEM183A
ENSG00000125459.13	MSTO1
ENSG00000196922.9	
ENSG00000250318.1	
ENSG00000116786.10	PLEKHM2
ENSG00000089289.14	IGBP1
ENSG00000053770.10	AP5M1
ENSG00000129933.19	MAU2
ENSG00000138107.10	ACTR1A
ENSG00000081721.10	DUSP12
ENSG00000002330.12	BAD
ENSG00000062282.13	DGAT2
ENSG00000184992.10	BRI3BP
ENSG00000136444.8	RSAD1
ENSG00000257365.6	FNTB
ENSG00000160014.15	CALM3
ENSG00000198604.9	BAZ1A
ENSG00000162542.12	TMCO4
ENSG00000133818.11	RRAS2
ENSG00000163510.12	CWC22
ENSG00000261012.2	
ENSG00000139209.14	SLC38A4
ENSG00000069345.10	DNAJA2
ENSG00000267796.6	LIN37
ENSG00000091039.15	OSBPL8
ENSG00000236882.6	
ENSG00000172936.11	MYD88
ENSG00000140553.15	UNC45A
ENSG00000150403.16	TMCO3
ENSG00000154930.13	ACSS1
ENSG00000179364.12	PACS2
ENSG00000116750.12	UCHL5
ENSG00000105662.14	CRTC1
ENSG00000132254.11	ARFIP2
ENSG00000109667.10	SLC2A9
ENSG00000161944.15	ASGR2
ENSG00000214063.9	TSPAN4
ENSG00000162642.12	C1orf52
ENSG00000164919.9	COX6C
ENSG00000136810.11	TXN
ENSG00000105568.16	PPP2R1A
ENSG00000062194.14	GPBP1
ENSG00000226950.5	
ENSG00000122378.12	PRXL2A
ENSG00000256162.2	SMLR1
ENSG00000100151.14	PICK1
ENSG00000187017.13	ESPN
ENSG00000112584.12	FAM120B
ENSG00000182307.11	C8orf33
ENSG00000175505.10	CLCF1
ENSG00000058673.14	ZC3H11A
ENSG00000124356.14	STAMBP
ENSG00000064726.8	BTBD1
ENSG00000177030.15	DEAF1
ENSG00000254901.6	BORCS8
ENSG00000162889.9	MAPKAPK2
ENSG00000108187.14	PBLD
ENSG00000110958.14	PTGES3
ENSG00000145703.14	IQGAP2
ENSG00000163795.12	ZNF513
ENSG00000134153.8	EMC7
ENSG00000115361.6	ACADL
ENSG00000164405.9	UQCRQ
ENSG00000143878.9	RHOB
ENSG00000122515.13	ZMIZ2
ENSG00000128016.5	ZFP36
ENSG00000261087.1	
ENSG00000176340.3	COX8A
ENSG00000168569.7	TMEM223
ENSG00000087111.19	PIGS
ENSG00000177697.16	CD151
ENSG00000135870.10	RC3H1
ENSG00000128165.8	ADM2
ENSG00000115993.10	TRAK2
ENSG00000099910.15	KLHL22
ENSG00000057935.12	MTA3
ENSG00000173726.9	TOMM20
ENSG00000135632.10	SMYD5
ENSG00000146247.13	PHIP
ENSG00000133706.16	LARS1
ENSG00000113716.11	HMGXB3
ENSG00000080603.15	SRCAP
ENSG00000089022.12	MAPKAPK5
ENSG00000099949.17	LZTR1
ENSG00000117174.9	ZNHIT6
ENSG00000183291.14	SELENOF
ENSG00000185404.15	SP140L
ENSG00000162419.11	GMEB1
ENSG00000137274.11	BPHL
ENSG00000050344.8	NFE2L3
ENSG00000113643.7	RARS1
ENSG00000117408.9	IPO13
ENSG00000243989.6	ACY1
ENSG00000127481.13	UBR4
ENSG00000265972.4	TXNIP
ENSG00000169026.11	SLC49A3
ENSG00000077420.14	APBB1IP
ENSG00000069431.9	ABCC9
ENSG00000119396.9	RAB14
ENSG00000170653.17	ATF7
ENSG00000100280.15	AP1B1
ENSG00000132467.3	UTP3
ENSG00000117899.9	MESD
ENSG00000255468.5	
ENSG00000133816.12	MICAL2
ENSG00000128626.10	MRPS12
ENSG00000131495.7	NDUFA2
