ENSG00000146083.10	RNF44
ENSG00000227124.7	ZNF717
ENSG00000158158.10	CNNM4
ENSG00000066136.18	NFYC
ENSG00000136870.9	ZNF189
ENSG00000117477.11	CCDC181
ENSG00000227502.2	
ENSG00000276846.1	
ENSG00000160051.10	IQCC
ENSG00000155827.10	RNF20
ENSG00000255471.1	
ENSG00000168268.9	NT5DC2
ENSG00000155621.13	C9orf85
ENSG00000138769.9	CDKL2
ENSG00000161542.15	PRPSAP1
ENSG00000015171.17	ZMYND11
ENSG00000127337.5	YEATS4
ENSG00000164169.11	PRMT9
ENSG00000189045.12	ANKDD1B
ENSG00000204789.4	
ENSG00000264247.1	
ENSG00000120159.10	CAAP1
ENSG00000260805.2	
ENSG00000127084.16	FGD3
ENSG00000116117.16	PARD3B
ENSG00000200356.1	
ENSG00000111261.12	MANSC1
ENSG00000166402.7	TUB
ENSG00000199629.1	
ENSG00000231711.2	
ENSG00000164576.10	SAP30L
ENSG00000180881.18	CAPS2
ENSG00000138449.9	SLC40A1
ENSG00000102302.7	FGD1
ENSG00000134461.14	ANKRD16
ENSG00000137251.14	TINAG
ENSG00000069535.13	MAOB
ENSG00000272927.1	
ENSG00000169084.11	DHRSX
ENSG00000180543.4	TSPYL5
ENSG00000258708.1	
ENSG00000120899.16	PTK2B
ENSG00000104341.15	LAPTM4B
ENSG00000143537.12	ADAM15
ENSG00000180644.6	PRF1
ENSG00000186469.7	GNG2
ENSG00000164649.18	CDCA7L
ENSG00000165006.12	UBAP1
ENSG00000164010.12	ERMAP
ENSG00000188549.11	CCDC9B
ENSG00000250479.7	CHCHD10
ENSG00000206567.8	
ENSG00000187824.7	TMEM220
ENSG00000244055.1	
ENSG00000250786.1	
ENSG00000170088.12	TMEM192
ENSG00000249572.1	
ENSG00000120053.10	GOT1
ENSG00000170270.4	GON7
ENSG00000163125.14	RPRD2
ENSG00000259291.2	
ENSG00000113088.5	GZMK
ENSG00000140853.14	NLRC5
ENSG00000262227.1	
ENSG00000237765.5	FAM200B
ENSG00000095209.10	TMEM38B
ENSG00000141376.19	BCAS3
ENSG00000136100.11	VPS36
ENSG00000137171.13	KLC4
ENSG00000272602.4	ZNF595
ENSG00000107897.17	ACBD5
ENSG00000133195.10	SLC39A11
ENSG00000151490.12	PTPRO
ENSG00000168806.7	LCMT2
ENSG00000274211.3	SOCS7
ENSG00000245317.2	
ENSG00000186687.14	LYRM7
ENSG00000119636.14	BBOF1
ENSG00000181904.8	C5orf24
ENSG00000250959.2	
ENSG00000250327.1	
ENSG00000065613.12	SLK
ENSG00000167110.15	GOLGA2
ENSG00000171962.16	DRC3
ENSG00000246089.3	
ENSG00000125375.13	DMAC2L
ENSG00000100485.10	SOS2
ENSG00000128609.13	NDUFA5
ENSG00000221823.9	PPP3R1
ENSG00000108799.11	EZH1
ENSG00000171448.8	ZBTB26
ENSG00000163347.5	CLDN1
ENSG00000153395.8	LPCAT1
ENSG00000102763.14	VWA8
ENSG00000140057.7	AK7
ENSG00000169609.12	C15orf40
ENSG00000109911.16	ELP4
ENSG00000110195.10	FOLR1
ENSG00000178980.13	SELENOW
ENSG00000121964.13	GTDC1
ENSG00000162373.11	BEND5
ENSG00000187609.14	EXD3
ENSG00000138002.13	IFT172
ENSG00000204052.4	LRRC73
ENSG00000165264.9	NDUFB6
ENSG00000066651.16	TRMT11
ENSG00000165105.9	RASEF
ENSG00000198624.11	CCDC69
ENSG00000185745.9	IFIT1
ENSG00000204348.8	DXO
ENSG00000254473.1	
ENSG00000125863.16	MKKS
ENSG00000141959.15	PFKL
ENSG00000188690.11	UROS
ENSG00000126883.15	NUP214
ENSG00000136143.12	SUCLA2
ENSG00000249242.6	TMEM150C
ENSG00000077254.13	USP33
ENSG00000267002.1	
ENSG00000165695.8	AK8
ENSG00000169288.16	MRPL1
ENSG00000132694.17	ARHGEF11
ENSG00000136935.12	GOLGA1
ENSG00000136937.11	NCBP1
ENSG00000148090.10	AUH
ENSG00000106560.9	GIMAP2
ENSG00000083896.11	YTHDC1
ENSG00000187391.16	MAGI2
ENSG00000163281.10	GNPDA2
ENSG00000197813.5	
ENSG00000260912.1	
ENSG00000203950.6	RTL8A
ENSG00000139160.12	ETFBKMT
ENSG00000204592.8	HLA-E
ENSG00000175395.14	ZNF25
ENSG00000127720.6	METTL25
ENSG00000129235.9	TXNDC17
ENSG00000263597.1	
ENSG00000109270.11	LAMTOR3
ENSG00000155868.7	MED7
ENSG00000179152.17	TCAIM
ENSG00000178307.8	TMEM11
ENSG00000088386.14	SLC15A1
ENSG00000134265.11	NAPG
ENSG00000213995.10	NAXD
ENSG00000280339.1	
ENSG00000101639.17	CEP192
ENSG00000184903.8	IMMP2L
ENSG00000226306.6	
ENSG00000100814.16	CCNB1IP1
ENSG00000145476.14	CYP4V2
ENSG00000103852.11	TTC23
ENSG00000132912.11	DCTN4
ENSG00000169508.6	GPR183
ENSG00000164073.8	MFSD8
ENSG00000155906.15	RMND1
ENSG00000111348.7	ARHGDIB
ENSG00000203705.9	TATDN3
ENSG00000272391.4	POM121C
ENSG00000117625.12	RCOR3
ENSG00000164219.8	PGGT1B
ENSG00000109180.13	OCIAD1
ENSG00000148719.13	DNAJB12
ENSG00000050426.14	LETMD1
ENSG00000251669.4	
ENSG00000107021.14	TBC1D13
ENSG00000160172.9	
ENSG00000120063.8	GNA13
ENSG00000068001.12	HYAL2
ENSG00000169762.15	TAPT1
ENSG00000198948.10	MFAP3L
ENSG00000166260.9	COX11
ENSG00000101150.16	TPD52L2
ENSG00000197557.6	TTC30A
ENSG00000256060.2	TRAPPC2B
ENSG00000196422.9	PPP1R26
ENSG00000167130.16	DOLPP1
ENSG00000164889.11	SLC4A2
ENSG00000164924.16	YWHAZ
ENSG00000153551.12	CMTM7
ENSG00000143252.13	SDHC
ENSG00000136932.12	TRMO
ENSG00000147654.13	EBAG9
ENSG00000125482.11	TTF1
ENSG00000164176.11	EDIL3
ENSG00000134864.9	GGACT
ENSG00000270362.1	
ENSG00000155307.16	SAMSN1
ENSG00000185875.11	THNSL1
ENSG00000142864.13	SERBP1
ENSG00000105122.11	RASAL3
ENSG00000139193.3	CD27
ENSG00000106733.19	NMRK1
ENSG00000214290.6	COLCA2
ENSG00000070159.12	PTPN3
ENSG00000213846.4	
ENSG00000165269.11	AQP7
ENSG00000262879.4	
ENSG00000114805.15	PLCH1
ENSG00000148459.14	PDSS1
ENSG00000151623.13	NR3C2
ENSG00000163913.10	IFT122
ENSG00000129595.11	EPB41L4A
ENSG00000158169.10	FANCC
ENSG00000127993.13	RBM48
ENSG00000120333.4	MRPS14
ENSG00000111412.5	C12orf49
ENSG00000115165.8	CYTIP
ENSG00000163743.12	RCHY1
ENSG00000134056.10	MRPS36
ENSG00000079974.16	RABL2B
ENSG00000070061.13	ELP1
ENSG00000245571.5	
ENSG00000151702.15	FLI1
ENSG00000165832.5	TRUB1
ENSG00000100266.16	PACSIN2
ENSG00000107362.12	ABHD17B
ENSG00000158941.15	CCAR2
ENSG00000063127.14	SLC6A16
ENSG00000100335.11	MIEF1
ENSG00000183258.10	DDX41
ENSG00000247516.4	
ENSG00000135951.13	TSGA10
ENSG00000230953.2	
ENSG00000055147.16	FAM114A2
ENSG00000169570.8	DTWD2
ENSG00000089091.15	DZANK1
ENSG00000048342.14	CC2D2A
ENSG00000134873.8	CLDN10
ENSG00000143418.18	CERS2
ENSG00000002726.18	AOC1
ENSG00000272462.2	
ENSG00000108518.7	PFN1
ENSG00000254837.2	
ENSG00000239713.6	APOBEC3G
ENSG00000182866.15	LCK
ENSG00000277203.1	F8A3
ENSG00000134755.13	DSC2
ENSG00000167861.14	HID1
ENSG00000168803.13	ADAL
ENSG00000148296.6	SURF6
ENSG00000163945.14	UVSSA
ENSG00000162409.9	PRKAA2
ENSG00000203952.8	CCDC160
ENSG00000110429.12	FBXO3
ENSG00000138660.10	AP1AR
ENSG00000135709.11	KIAA0513
ENSG00000018189.11	RUFY3
ENSG00000169021.5	UQCRFS1
ENSG00000198270.11	TMEM116
ENSG00000260219.2	
ENSG00000175893.10	ZDHHC21
ENSG00000126768.11	TIMM17B
ENSG00000063241.6	ISOC2
ENSG00000229847.7	
ENSG00000129295.7	LRRC6
ENSG00000158301.17	GPRASP2
ENSG00000197530.11	MIB2
ENSG00000166912.15	MTMR10
ENSG00000237550.5	
ENSG00000048828.15	FAM120A
ENSG00000000457.12	SCYL3
ENSG00000267419.1	
ENSG00000173811.9	
ENSG00000198185.10	ZNF334
ENSG00000138639.16	ARHGAP24
ENSG00000151611.12	MMAA
ENSG00000064652.9	SNX24
ENSG00000100557.8	CCDC198
ENSG00000168944.14	CEP120
ENSG00000251000.1	
ENSG00000180353.9	HCLS1
ENSG00000164904.14	ALDH7A1
ENSG00000187742.13	SECISBP2
ENSG00000012822.14	CALCOCO1
ENSG00000184194.5	GPR173
ENSG00000204344.13	STK19
ENSG00000120832.8	MTERF2
ENSG00000113318.9	MSH3
ENSG00000085998.12	POMGNT1
ENSG00000170502.11	NUDT9
ENSG00000119333.10	WDR34
ENSG00000156052.9	GNAQ
ENSG00000119335.15	SET
ENSG00000235947.1	
ENSG00000065485.16	PDIA5
ENSG00000134982.15	APC
ENSG00000187688.13	TRPV2
ENSG00000091136.12	LAMB1
ENSG00000196312.10	MFSD14C
ENSG00000114019.13	AMOTL2
ENSG00000170271.9	FAXDC2
ENSG00000160781.14	PAQR6
ENSG00000130584.9	ZBTB46
ENSG00000236199.1	
ENSG00000179979.8	
ENSG00000135070.12	ISCA1
ENSG00000185338.4	SOCS1
ENSG00000121413.11	ZSCAN18
ENSG00000159110.18	IFNAR2
ENSG00000147853.15	AK3
ENSG00000165283.14	STOML2
ENSG00000089351.13	GRAMD1A
ENSG00000253797.2	UTP14C
ENSG00000245573.6	
ENSG00000010803.15	SCMH1
ENSG00000268225.1	
ENSG00000067167.6	TRAM1
ENSG00000116741.7	RGS2
ENSG00000113594.8	LIFR
ENSG00000109339.17	MAPK10
ENSG00000268555.1	
ENSG00000219481.9	NBPF1
ENSG00000130717.11	UCK1
ENSG00000082269.15	FAM135A
ENSG00000082196.19	C1QTNF3
ENSG00000120137.6	PANK3
ENSG00000144306.12	SCRN3
ENSG00000102879.14	CORO1A
ENSG00000236155.5	
ENSG00000173409.12	ARV1
ENSG00000260244.1	
ENSG00000261305.1	
ENSG00000196668.3	
ENSG00000114982.16	KANSL3
ENSG00000169019.10	COMMD8
ENSG00000164855.14	TMEM184A
ENSG00000174720.14	LARP7
ENSG00000107890.15	ANKRD26
ENSG00000136897.7	MRPL50
ENSG00000137831.13	UACA
ENSG00000133561.14	GIMAP6
ENSG00000182150.14	ERCC6L2
ENSG00000149798.4	CDC42EP2
ENSG00000241990.4	
ENSG00000088727.11	KIF9
ENSG00000145916.17	RMND5B
ENSG00000102390.9	PBDC1
ENSG00000099337.4	KCNK6
ENSG00000236914.3	
ENSG00000141452.8	RMC1
ENSG00000179912.18	R3HDM2
ENSG00000215481.7	
ENSG00000247572.6	
ENSG00000023902.12	PLEKHO1
ENSG00000165804.14	ZNF219
ENSG00000031003.9	FAM13B
ENSG00000167333.11	TRIM68
ENSG00000100228.11	RAB36
ENSG00000259775.1	
ENSG00000204852.14	TCTN1
ENSG00000083097.13	DOP1A
ENSG00000110987.7	BCL7A
ENSG00000142634.11	EFHD2
ENSG00000197044.9	ZNF441
ENSG00000134780.8	DAGLA
ENSG00000197647.10	ZNF433
ENSG00000113742.11	CPEB4
ENSG00000118564.13	FBXL5
ENSG00000135469.12	COQ10A
ENSG00000116604.16	MEF2D
ENSG00000144647.5	POMGNT2
ENSG00000180626.9	ZNF594
ENSG00000053770.10	AP5M1
ENSG00000250317.7	SMIM20
ENSG00000150527.15	MIA2
ENSG00000085982.12	USP40
ENSG00000136883.11	KIF12
ENSG00000137364.4	TPMT
ENSG00000257365.6	FNTB
ENSG00000160014.15	CALM3
ENSG00000171345.12	KRT19
ENSG00000122008.14	POLK
ENSG00000109445.9	ZNF330
ENSG00000100321.13	SYNGR1
ENSG00000154930.13	ACSS1
ENSG00000106591.3	MRPL32
ENSG00000248508.5	
ENSG00000163312.9	HELQ
ENSG00000101856.9	PGRMC1
ENSG00000132254.11	ARFIP2
ENSG00000247828.6	
ENSG00000226491.1	
ENSG00000226752.6	
ENSG00000250312.5	ZNF718
ENSG00000278922.1	
ENSG00000105568.16	PPP2R1A
ENSG00000165637.12	VDAC2
ENSG00000137100.14	DCTN3
ENSG00000117862.10	TXNDC12
ENSG00000137106.16	GRHPR
ENSG00000226950.5	
ENSG00000126860.10	EVI2A
ENSG00000122376.10	SHLD2
ENSG00000156050.7	FAM161B
ENSG00000197969.10	VPS13A
ENSG00000224078.11	
ENSG00000064726.8	BTBD1
ENSG00000280187.1	
ENSG00000145348.15	TBCK
ENSG00000261799.1	
ENSG00000162889.9	MAPKAPK2
ENSG00000166165.11	CKB
ENSG00000108187.14	PBLD
ENSG00000118939.16	UCHL3
ENSG00000182612.9	TSPAN10
ENSG00000130201.6	
ENSG00000109171.13	SLAIN2
ENSG00000147576.14	ADHFE1
ENSG00000126773.11	PCNX4
ENSG00000266714.5	MYO15B
ENSG00000120727.11	PAIP2
ENSG00000107242.16	PIP5K1B
ENSG00000115361.6	ACADL
ENSG00000154889.15	MPPE1
ENSG00000119703.13	ZC2HC1C
ENSG00000198081.9	ZBTB14
ENSG00000163412.11	EIF4E3
ENSG00000229380.1	
ENSG00000117791.14	MTARC2
ENSG00000126878.11	AIF1L
ENSG00000270964.1	
ENSG00000181666.16	ZNF875
ENSG00000215217.5	C5orf49
ENSG00000014824.12	SLC30A9
ENSG00000165121.10	
ENSG00000138942.14	RNF185
ENSG00000102543.13	CDADC1
ENSG00000113851.12	CRBN
ENSG00000133706.16	LARS1
ENSG00000130653.14	PNPLA7
ENSG00000107669.16	ATE1
ENSG00000042317.15	SPATA7
ENSG00000008324.9	SS18L2
ENSG00000018699.10	TTC27
ENSG00000185404.15	SP140L
ENSG00000125149.10	C16orf70
ENSG00000088832.13	FKBP1A
ENSG00000166965.11	RCCD1
ENSG00000271503.4	CCL5
ENSG00000087116.12	ADAMTS2
ENSG00000197147.11	LRRC8B
ENSG00000077420.14	APBB1IP
ENSG00000168216.9	LMBRD1
ENSG00000250299.4	
ENSG00000121897.12	LIAS
ENSG00000029993.13	HMGB3
ENSG00000168329.12	CX3CR1
ENSG00000109519.11	GRPEL1
ENSG00000141429.12	GALNT1
ENSG00000203865.8	
ENSG00000233006.5	
ENSG00000109184.13	DCUN1D4
ENSG00000120306.8	CYSTM1
ENSG00000171497.4	PPID
ENSG00000231205.10	
ENSG00000181982.16	CCDC149
ENSG00000272024.1	
ENSG00000127328.20	RAB3IP
ENSG00000188026.10	RILPL1
ENSG00000107537.12	PHYH
ENSG00000176401.5	EID2B
ENSG00000107185.9	RGP1
ENSG00000228474.4	OST4
ENSG00000102934.8	PLLP
ENSG00000169217.7	CD2BP2
ENSG00000104611.10	SH2D4A
ENSG00000058404.18	CAMK2B
ENSG00000140043.10	PTGR2
ENSG00000163694.13	RBM47
ENSG00000279673.1	
ENSG00000111716.11	LDHB
ENSG00000083544.12	TDRD3
ENSG00000100162.13	CENPM
ENSG00000100722.17	ZC3H14
ENSG00000116016.12	EPAS1
ENSG00000168795.4	ZBTB5
ENSG00000158792.14	SPATA2L
ENSG00000114353.15	GNAI2
ENSG00000154065.15	ANKRD29
ENSG00000173020.9	GRK2
ENSG00000181004.8	BBS12
ENSG00000139842.13	CUL4A
ENSG00000099968.16	BCL2L13
ENSG00000204311.10	PJVK
ENSG00000266865.5	
ENSG00000197253.12	TPSB2
ENSG00000223547.8	ZNF844
ENSG00000145439.10	CBR4
ENSG00000232677.5	
ENSG00000114473.12	IQCG
ENSG00000143801.15	PSEN2
ENSG00000247400.3	
ENSG00000259359.1	
ENSG00000000003.13	TSPAN6
ENSG00000164181.12	ELOVL7
ENSG00000126767.16	ELK1
ENSG00000152582.11	SPEF2
ENSG00000178913.7	TAF7
ENSG00000163751.3	CPA3
ENSG00000211553.1	
ENSG00000171566.10	PLRG1
ENSG00000113269.12	RNF130
ENSG00000050748.16	MAPK9
ENSG00000237651.5	C2orf74
ENSG00000143772.8	ITPKB
ENSG00000109794.12	FAM149A
ENSG00000245556.2	
ENSG00000171798.16	KNDC1
ENSG00000023892.10	DEF6
ENSG00000168394.10	TAP1
ENSG00000110013.11	SIAE
ENSG00000207561.1	
ENSG00000100564.7	PIGH
ENSG00000198075.8	SULT1C4
ENSG00000242687.2	
ENSG00000148158.15	SNX30
ENSG00000101751.9	POLI
ENSG00000272986.1	
ENSG00000104894.10	CD37
ENSG00000243422.1	
ENSG00000138399.16	FASTKD1
ENSG00000182919.13	C11orf54
ENSG00000064607.15	SUGP2
ENSG00000128284.18	APOL3
ENSG00000142185.15	TRPM2
ENSG00000147457.12	CHMP7
ENSG00000241962.8	
ENSG00000247679.2	
ENSG00000105865.9	DUS4L
ENSG00000118705.15	RPN2
ENSG00000196636.7	SDHAF3
ENSG00000119321.7	FKBP15
ENSG00000171408.12	PDE7B
ENSG00000159884.10	CCDC107
ENSG00000139714.11	MORN3
ENSG00000132514.12	CLEC10A
ENSG00000185418.14	TARS3
ENSG00000164022.15	AIMP1
ENSG00000180818.4	HOXC10
ENSG00000198744.5	
ENSG00000227869.1	
ENSG00000109576.12	AADAT
ENSG00000114670.12	NEK11
ENSG00000178715.8	
ENSG00000198722.11	UNC13B
ENSG00000173011.11	TADA2B
ENSG00000009830.10	POMT2
ENSG00000086300.14	SNX10
ENSG00000250305.7	TRMT9B
ENSG00000087077.10	TRIP6
ENSG00000232434.2	AJM1
ENSG00000151465.12	CDC123
ENSG00000111052.6	LIN7A
ENSG00000122696.11	SLC25A51
ENSG00000272143.1	
ENSG00000178966.14	RMI1
ENSG00000105810.8	CDK6
ENSG00000175470.17	PPP2R2D
ENSG00000136813.13	ECPAS
ENSG00000123870.10	
ENSG00000042493.14	CAPG
ENSG00000227992.1	
ENSG00000243970.1	
ENSG00000147168.11	IL2RG
ENSG00000131437.14	KIF3A
ENSG00000164054.14	SHISA5
ENSG00000180769.7	
ENSG00000002933.6	TMEM176A
ENSG00000250654.6	
ENSG00000215068.6	
ENSG00000166963.11	MAP1A
ENSG00000198680.4	TUSC1
ENSG00000262050.1	
ENSG00000157657.13	ZNF618
ENSG00000251008.1	
ENSG00000132763.13	MMACHC
ENSG00000132406.10	TMEM128
ENSG00000189337.14	KAZN
ENSG00000167972.12	ABCA3
ENSG00000144026.10	ZNF514
ENSG00000112290.11	WASF1
ENSG00000166275.14	BORCS7
ENSG00000159692.14	CTBP1
ENSG00000157020.16	SEC13
ENSG00000176783.13	RUFY1
ENSG00000196581.9	AJAP1
ENSG00000247556.5	
ENSG00000100290.2	BIK
ENSG00000164039.13	BDH2
ENSG00000133943.19	DGLUCY
ENSG00000186501.13	TMEM222
ENSG00000188811.11	NHLRC3
ENSG00000185633.9	NDUFA4L2
ENSG00000225431.1	
ENSG00000048471.12	SNX29
ENSG00000270728.1	
ENSG00000173451.5	THAP2
ENSG00000100225.16	FBXO7
ENSG00000116885.17	OSCP1
ENSG00000176055.9	MBLAC2
ENSG00000137098.12	SPAG8
ENSG00000231916.1	
ENSG00000121966.6	CXCR4
ENSG00000081386.11	ZNF510
ENSG00000113068.8	PFDN1
ENSG00000179715.11	PCED1B
ENSG00000137824.14	RMDN3
ENSG00000227372.9	
ENSG00000081791.7	DELE1
ENSG00000163138.17	PACRGL
ENSG00000142082.13	SIRT3
ENSG00000153786.11	ZDHHC7
ENSG00000158113.11	LRRC43
ENSG00000134508.11	CABLES1
ENSG00000275385.1	CCL18
ENSG00000177105.9	RHOG
ENSG00000240065.6	PSMB9
ENSG00000235919.4	
ENSG00000134294.12	SLC38A2
ENSG00000145945.5	FAM50B
ENSG00000159069.12	FBXW5
ENSG00000235106.7	BRD3OS
ENSG00000205710.3	C17orf107
ENSG00000267128.1	
ENSG00000167113.9	COQ4
ENSG00000173153.12	ESRRA
ENSG00000174628.15	IQCK
ENSG00000152661.7	GJA1
ENSG00000151612.14	ZNF827
ENSG00000236333.3	
ENSG00000203778.6	FAM229B
ENSG00000188868.12	ZNF563
ENSG00000180104.14	EXOC3
ENSG00000076554.14	TPD52
ENSG00000026297.14	RNASET2
ENSG00000168936.9	TMEM129
ENSG00000198931.9	APRT
ENSG00000196116.7	TDRD7
ENSG00000132463.12	GRSF1
ENSG00000100985.7	MMP9
ENSG00000130348.10	QRSL1
ENSG00000122122.9	SASH3
ENSG00000178761.13	FAM219B
ENSG00000095321.15	CRAT
ENSG00000234518.2	
ENSG00000100253.11	MIOX
ENSG00000122873.10	CISD1
ENSG00000264049.1	
ENSG00000215908.6	
ENSG00000248124.6	
ENSG00000133574.8	GIMAP4
ENSG00000182359.13	KBTBD3
ENSG00000143622.9	RIT1
ENSG00000198919.11	DZIP3
ENSG00000001631.13	KRIT1
ENSG00000142327.10	RNPEPL1
ENSG00000221914.7	PPP2R2A
ENSG00000235084.3	
ENSG00000196476.10	C20orf96
ENSG00000112983.16	BRD8
ENSG00000125347.12	IRF1
ENSG00000165185.13	KIAA1958
ENSG00000013561.16	RNF14
ENSG00000185670.7	ZBTB3
ENSG00000090316.14	MAEA
ENSG00000067182.6	TNFRSF1A
ENSG00000244754.7	N4BP2L2
ENSG00000130560.7	UBAC1
ENSG00000153896.16	ZNF599
ENSG00000169442.7	CD52
ENSG00000175279.20	CENPS
ENSG00000122912.13	SLC25A16
ENSG00000144134.17	RABL2A
ENSG00000185950.8	IRS2
ENSG00000146063.17	TRIM41
ENSG00000121892.13	PDS5A
ENSG00000149050.8	ZNF214
ENSG00000106723.15	SPIN1
ENSG00000269994.1	
ENSG00000197757.7	HOXC6
ENSG00000226823.1	
ENSG00000013288.7	MAN2B2
ENSG00000102738.7	MRPS31
ENSG00000139684.12	ESD
ENSG00000132879.12	FBXO44
ENSG00000164296.6	TIGD6
ENSG00000186340.13	THBS2
ENSG00000186812.11	ZNF397
ENSG00000077984.5	CST7
ENSG00000167363.12	FN3K
ENSG00000109332.18	UBE2D3
ENSG00000215067.8	
ENSG00000172236.15	TPSAB1
ENSG00000148229.11	POLE3
ENSG00000166436.14	TRIM66
ENSG00000094880.9	CDC23
ENSG00000090989.16	EXOC1
ENSG00000203666.11	EFCAB2
ENSG00000124370.9	MCEE
ENSG00000248866.1	
ENSG00000112337.9	SLC17A2
ENSG00000133059.15	DSTYK
ENSG00000169062.13	UPF3A
ENSG00000129484.12	PARP2
ENSG00000253844.1	
ENSG00000119446.12	RBM18
ENSG00000162999.11	DUSP19
ENSG00000133313.13	CNDP2
ENSG00000173930.8	SLCO4C1
